Date,Open,High,Low,Close,Volume,Dividends,Stock Splits,Capital Gains
1993-04-29 00:00:00-04:00,25.111823824168777,25.165481567382812,24.96873650893135,25.165481567382812,85000,0.0,0.0,0.0
1993-04-30 00:00:00-04:00,25.254894432571444,25.344323945434656,25.201236724853516,25.201236724853516,88500,0.0,0.0,0.0
1993-05-03 00:00:00-04:00,25.237006106733098,25.362207412719727,25.129690701601703,25.362207412719727,80500,0.0,0.0,0.0
1993-05-04 00:00:00-04:00,25.415869275198297,25.54107060167711,25.380097467632925,25.451641082763672,149100,0.0,0.0,0.0
1993-05-05 00:00:00-04:00,25.451636405950172,25.612609510415073,25.451636405950172,25.52318000793457,109000,0.0,0.0,0.0
1993-05-06 00:00:00-04:00,25.487413587449474,25.505299491721367,25.415869970361896,25.43375587463379,54700,0.0,0.0,0.0
1993-05-07 00:00:00-04:00,25.451651524119683,25.451651524119683,25.344336057398166,25.380107879638672,68000,0.0,0.0,0.0
1993-05-10 00:00:00-04:00,25.415869970361896,25.576843108808944,25.415869970361896,25.43375587463379,113900,0.0,0.0,0.0
1993-05-11 00:00:00-04:00,25.43376121200433,25.54107666015625,25.362217579903053,25.54107666015625,42600,0.0,0.0,0.0
1993-05-12 00:00:00-04:00,25.433751195878166,25.523180700786316,25.433751195878166,25.505294799804688,31000,0.0,0.0,0.0
1993-05-13 00:00:00-04:00,25.397981653152584,25.397981653152584,25.183350822280875,25.201236724853516,129100,0.0,0.0,0.0
1993-05-14 00:00:00-04:00,25.201231693679638,25.272775289687246,25.165459895675834,25.183345794677734,63500,0.0,0.0,0.0
1993-05-17 00:00:00-04:00,25.25489928076137,25.272785186767578,25.147583844724142,25.272785186767578,34000,0.0,0.0,0.0
1993-05-18 00:00:00-04:00,25.290671791638598,25.30855769813905,25.165470446135437,25.254899978637695,105200,0.0,0.0,0.0
1993-05-19 00:00:00-04:00,25.254893216219816,25.773584365844727,25.09392010081898,25.773584365844727,50200,0.0,0.0,0.0
1993-05-20 00:00:00-04:00,25.773589207474334,25.84513282775879,25.719931492260997,25.84513282775879,98200,0.0,0.0,0.0
1993-05-21 00:00:00-04:00,25.863018251664148,25.89879006114086,25.59472968058879,25.61261558532715,221400,0.0,0.0,0.0
1993-05-24 00:00:00-04:00,25.666278645458405,25.80936591316828,25.666278645458405,25.71993637084961,30500,0.0,0.0,0.0
1993-05-25 00:00:00-04:00,25.82724207097834,25.82724207097834,25.773584365844727,25.773584365844727,191800,0.0,0.0,0.0
1993-05-26 00:00:00-04:00,25.84512883134702,26.113417365928477,25.82724292904159,26.095531463623047,102400,0.0,0.0,0.0
1993-05-27 00:00:00-04:00,26.13130100622794,26.13130100622794,25.97032789941339,26.006099700927734,53800,0.0,0.0,0.0
1993-05-28 00:00:00-04:00,25.98823782124022,25.98823782124022,25.755720896480327,25.880922317504883,79100,0.0,0.0,0.0
1993-06-01 00:00:00-04:00,25.97033066328546,26.220733300534768,25.93455885796413,26.131303787231445,28300,0.0,0.0,0.0
1993-06-02 00:00:00-04:00,26.059759659012187,26.184960975150197,25.952444245179603,26.095531463623047,20300,0.0,0.0,0.0
1993-06-03 00:00:00-04:00,26.041871502442078,26.041871502442078,25.95244199865622,26.006099700927734,21600,0.0,0.0,0.0
1993-06-04 00:00:00-04:00,25.934578650075046,25.934578650075046,25.80937723590227,25.91669273376465,32000,0.0,0.0,0.0
1993-06-07 00:00:00-04:00,25.97032719239634,25.97032719239634,25.827239990234375,25.827239990234375,121400,0.0,0.0,0.0
1993-06-08 00:00:00-04:00,25.75569968553459,25.75569968553459,25.5947265625,25.5947265625,104500,0.0,0.0,0.0
1993-06-09 00:00:00-04:00,25.684152603149414,25.79146800399823,25.648380802866477,25.684152603149414,43300,0.0,0.0,0.0
1993-06-10 00:00:00-04:00,25.66627363073552,25.719931345642983,25.612615915828062,25.702045440673828,17900,0.0,0.0,0.0
1993-06-11 00:00:00-04:00,25.791468881354593,25.84512658360429,25.7020393776051,25.809354782104492,647400,0.0,0.0,0.0
1993-06-14 00:00:00-04:00,25.845127972689543,25.863013874400746,25.773584365844727,25.773584365844727,64200,0.0,0.0,0.0
1993-06-15 00:00:00-04:00,25.80936591316828,25.827251821632014,25.71993637084961,25.71993637084961,142400,0.0,0.0,0.0
1993-06-16 00:00:00-04:00,25.719926660711117,25.773584365844727,25.6483830538663,25.773584365844727,330900,0.0,0.0,0.0
1993-06-17 00:00:00-04:00,25.827240512578815,25.863012313842773,25.773582810682875,25.863012313842773,37400,0.0,0.0,0.0
1993-06-18 00:00:00-04:00,25.848180946339383,25.848180946339383,25.650041580200195,25.650041580200195,58500,0.318,0.0,0.0
1993-06-21 00:00:00-04:00,25.722087525953842,25.722087525953842,25.668049526949737,25.70407485961914,29300,0.0,0.0,0.0
1993-06-22 00:00:00-04:00,25.740098617991812,25.740098617991812,25.68606062229274,25.72208595275879,137500,0.0,0.0,0.0
1993-06-23 00:00:00-04:00,25.72207770465541,25.72207770465541,25.487913131713867,25.487913131713867,227600,0.0,0.0,0.0
1993-06-24 00:00:00-04:00,25.5599569695764,25.83014678955078,25.5599569695764,25.83014678955078,243700,0.0,0.0,0.0
1993-06-25 00:00:00-04:00,25.812170028686523,25.884220747538404,25.794157348973553,25.812170028686523,44800,0.0,0.0,0.0
1993-06-28 00:00:00-04:00,25.938252514193515,26.100366592407227,25.90222716347936,26.100366592407227,439900,0.0,0.0,0.0
1993-06-29 00:00:00-04:00,26.064337043920933,26.064337043920933,25.938248336728503,25.974273681640625,207500,0.0,0.0,0.0
1993-06-30 00:00:00-04:00,26.010299026552747,26.064337043920933,25.938248336728503,25.974273681640625,437600,0.0,0.0,0.0
1993-07-01 00:00:00-04:00,26.01029770894906,26.01029770894906,25.866196336600314,25.9022216796875,605700,0.0,0.0,0.0
1993-07-02 00:00:00-04:00,25.81214995084109,25.830162616543003,25.668048625225786,25.75811195373535,285400,0.0,0.0,0.0
1993-07-06 00:00:00-04:00,25.72207770465541,25.794128342483575,25.451887812799786,25.487913131713867,246400,0.0,0.0,0.0
1993-07-07 00:00:00-04:00,25.46991513597033,25.59600382476226,25.46991513597033,25.559978485107422,343700,0.0,0.0,0.0
1993-07-08 00:00:00-04:00,25.57798317832814,25.902211134109763,25.54195784990796,25.848173141479492,248200,0.0,0.0,0.0
1993-07-09 00:00:00-04:00,25.84818209104028,25.92023277282715,25.794144079700125,25.92023277282715,378200,0.0,0.0,0.0
1993-07-12 00:00:00-04:00,25.884209008143905,25.920234351231095,25.84818366505672,25.9022216796875,373700,0.0,0.0,0.0
1993-07-13 00:00:00-04:00,25.92022447181229,25.992275130524764,25.740097825031107,25.884199142456055,389600,0.0,0.0,0.0
1993-07-14 00:00:00-04:00,25.902222991816377,26.04632437146487,25.884210319360317,25.974273681640625,617300,0.0,0.0,0.0
1993-07-15 00:00:00-04:00,25.956241808229834,25.956241808229834,25.812140535179285,25.866178512573242,443800,0.0,0.0,0.0
1993-07-16 00:00:00-04:00,25.88420128555937,25.902213951728864,25.75811262237293,25.794137954711914,216400,0.0,0.0,0.0
1993-07-19 00:00:00-04:00,25.79413571147799,25.79413571147799,25.70407238846305,25.776123046875,188200,0.0,0.0,0.0
1993-07-20 00:00:00-04:00,25.75810982042904,25.848173141479492,25.63202117095841,25.848173141479492,68500,0.0,0.0,0.0
1993-07-21 00:00:00-04:00,25.812134134885824,25.83014678955078,25.74008351622599,25.83014678955078,142700,0.0,0.0,0.0
1993-07-22 00:00:00-04:00,25.79414293739233,25.830168276690365,25.650041580200195,25.650041580200195,632400,0.0,0.0,0.0
1993-07-23 00:00:00-04:00,25.70407238846305,25.776123046875,25.686059723860062,25.776123046875,286200,0.0,0.0,0.0
1993-07-26 00:00:00-04:00,25.84818209104028,25.974270784167302,25.84818209104028,25.92023277282715,121300,0.0,0.0,0.0
1993-07-27 00:00:00-04:00,25.938247022774686,25.95625969431828,25.812158321969534,25.9022216796875,92800,0.0,0.0,0.0
1993-07-28 00:00:00-04:00,25.848173141479492,25.902211134109763,25.812147813059312,25.848173141479492,30800,0.0,0.0,0.0
1993-07-29 00:00:00-04:00,25.902210013534322,26.064323984411796,25.86618468667266,25.992273330688477,331000,0.0,0.0,0.0
1993-07-30 00:00:00-04:00,25.992274455160214,25.992274455160214,25.812147813059312,25.848173141479492,75300,0.0,0.0,0.0
1993-08-02 00:00:00-04:00,25.884207431933714,26.010296125060737,25.884207431933714,25.92023277282715,41300,0.0,0.0,0.0
1993-08-03 00:00:00-04:00,25.974271114667257,26.04632179737091,25.848182419935863,25.93824577331543,81600,0.0,0.0,0.0
1993-08-04 00:00:00-04:00,25.93824577331543,25.992283785343172,25.866195090611775,25.93824577331543,434000,0.0,0.0,0.0
1993-08-05 00:00:00-04:00,25.938237136490407,25.938237136490407,25.848173813099816,25.884199142456055,36800,0.0,0.0,0.0
1993-08-06 00:00:00-04:00,25.956258113720583,25.974270784167302,25.884207431933714,25.92023277282715,402300,0.0,0.0,0.0
1993-08-09 00:00:00-04:00,25.99229369595204,26.13639511630382,25.938255663320124,26.06434440612793,828200,0.0,0.0,0.0
1993-08-10 00:00:00-04:00,26.046310424804688,26.064323087615758,26.010285099182553,26.046310424804688,604900,0.0,0.0,0.0
1993-08-11 00:00:00-04:00,26.02829776199362,26.118361076048963,26.02829776199362,26.046310424804688,542200,0.0,0.0,0.0
1993-08-12 00:00:00-04:00,26.118375061289115,26.118375061289115,25.884210319360317,25.974273681640625,303700,0.0,0.0,0.0
1993-08-13 00:00:00-04:00,25.992273667512507,26.02829899484101,25.992273667512507,26.010286331176758,103500,0.0,0.0,0.0
1993-08-16 00:00:00-04:00,26.028299778289373,26.226439084560088,26.028299778289373,26.154388427734375,241800,0.0,0.0,0.0
1993-08-17 00:00:00-04:00,26.13637743801308,26.24445343017578,26.13637743801308,26.24445343017578,369300,0.0,0.0,0.0
1993-08-18 00:00:00-04:00,26.334534660052928,26.44261072568926,26.316521982446872,26.388572692871094,414300,0.0,0.0,0.0
1993-08-19 00:00:00-04:00,26.40658537047715,26.40658537047715,26.352547337658983,26.388572692871094,28500,0.0,0.0,0.0
1993-08-20 00:00:00-04:00,26.33451025417687,26.40656089782715,26.3164975932643,26.40656089782715,80700,0.0,0.0,0.0
1993-08-23 00:00:00-04:00,26.298478205401196,26.370528830621474,26.298478205401196,26.352516174316406,15600,0.0,0.0,0.0
1993-08-24 00:00:00-04:00,26.352525395102564,26.640727996826172,26.352525395102564,26.640727996826172,273400,0.0,0.0,0.0
1993-08-25 00:00:00-04:00,26.640730240538314,26.76681888941172,26.60470491228877,26.658742904663086,242300,0.0,0.0,0.0
1993-08-26 00:00:00-04:00,26.6767578125,26.82085913761816,26.568681818661375,26.6767578125,120000,0.0,0.0,0.0
1993-08-27 00:00:00-04:00,26.60470491228877,26.658742904663086,26.60470491228877,26.658742904663086,25700,0.0,0.0,0.0
1993-08-30 00:00:00-04:00,26.67675948110917,26.802848148474304,26.67675948110917,26.766822814941406,183500,0.0,0.0,0.0
1993-08-31 00:00:00-04:00,26.748801973842134,26.838865280151367,26.712776651318443,26.838865280151367,66500,0.0,0.0,0.0
1993-09-01 00:00:00-04:00,26.74879939325394,26.8568753503984,26.74879939325394,26.802837371826172,136500,0.0,0.0,0.0
1993-09-02 00:00:00-04:00,26.820857894959193,26.856883224569618,26.694769241322717,26.71278190612793,472400,0.0,0.0,0.0
1993-09-03 00:00:00-04:00,26.694752433550647,26.766803047406384,26.65872712662278,26.730777740478516,630500,0.0,0.0,0.0
1993-09-07 00:00:00-04:00,26.73078768871209,26.766813009047283,26.51463576670094,26.550661087036133,196400,0.0,0.0,0.0
1993-09-08 00:00:00-04:00,26.550665121162886,26.550665121162886,26.2804751775961,26.460601806640625,269900,0.0,0.0,0.0
1993-09-09 00:00:00-04:00,26.352523044399593,26.53264965440916,26.352523044399593,26.514636993408203,239200,0.0,0.0,0.0
1993-09-10 00:00:00-04:00,26.586678753477155,26.766805303297463,26.550653443513095,26.74879264831543,106500,0.0,0.0,0.0
1993-09-13 00:00:00-04:00,26.838873482007198,26.838873482007198,26.766822814941406,26.766822814941406,66900,0.0,0.0,0.0
1993-09-14 00:00:00-04:00,26.69476823291263,26.69476823291263,26.568679584039224,26.658742904663086,184500,0.0,0.0,0.0
1993-09-15 00:00:00-04:00,26.550651205839173,26.74879039394245,26.460587938519502,26.730777740478516,101000,0.0,0.0,0.0
1993-09-16 00:00:00-04:00,26.6947790334286,26.71279170484117,26.60471567636575,26.62272834777832,54300,0.0,0.0,0.0
1993-09-17 00:00:00-04:00,26.607346210765968,26.62547110600491,26.534846629810204,26.571096420288086,200900,0.286,0.0,0.0
1993-09-20 00:00:00-04:00,26.607338471130625,26.661713141030756,26.35359001159668,26.35359001159668,57800,0.0,0.0,0.0
1993-09-21 00:00:00-04:00,26.38985572114659,26.42610552296135,25.991107901184208,26.262981414794922,318200,0.0,0.0,0.0
1993-09-22 00:00:00-04:00,26.353605887891494,26.51672999586331,26.31735608611998,26.480480194091797,439700,0.0,0.0,0.0
1993-09-23 00:00:00-04:00,26.552973436286774,26.643597919004478,26.516723643199693,26.625473022460938,88500,0.0,0.0,0.0
1993-09-24 00:00:00-04:00,26.58923786540894,26.607362771929328,26.51673823932739,26.552988052368164,53500,0.0,0.0,0.0
1993-09-27 00:00:00-04:00,26.75233971533302,26.84296417236328,26.75233971533302,26.84296417236328,274600,0.0,0.0,0.0
1993-09-28 00:00:00-04:00,26.861102430681736,26.861102430681736,26.77047792855393,26.788602828979492,158300,0.0,0.0,0.0
1993-09-29 00:00:00-04:00,26.788584339481105,26.861083891144112,26.66171012407084,26.697959899902344,221000,0.0,0.0,0.0
1993-09-30 00:00:00-04:00,26.697975158691406,26.752349853515625,26.58922576904297,26.643600463867188,99300,0.0,0.0,0.0
1993-10-01 00:00:00-04:00,26.60734940350015,26.806723275052263,26.571099608672494,26.77047348022461,22700,0.0,0.0,0.0
1993-10-04 00:00:00-04:00,26.80672264099121,26.80672264099121,26.734223053050734,26.80672264099121,1038500,0.0,0.0,0.0
1993-10-05 00:00:00-04:00,26.86109796729375,26.86109796729375,26.679848993155467,26.77047348022461,436500,0.0,0.0,0.0
1993-10-06 00:00:00-04:00,26.78859010039952,26.89733945128071,26.75234031677246,26.75234031677246,209200,0.0,0.0,0.0
1993-10-07 00:00:00-04:00,26.788587520951808,26.788587520951808,26.66171329047369,26.679838180541992,59400,0.0,0.0,0.0
1993-10-08 00:00:00-04:00,26.752348580224545,26.77047347763662,26.516724913867552,26.71609878540039,54400,0.0,0.0,0.0
1993-10-11 00:00:00-04:00,26.77047348022461,26.824848172466094,26.77047348022461,26.77047348022461,467100,0.0,0.0,0.0
1993-10-12 00:00:00-04:00,26.80672264099121,26.824847537976332,26.788597744006093,26.80672264099121,26200,0.0,0.0,0.0
1993-10-13 00:00:00-04:00,26.824847537976332,26.824847537976332,26.770472847020972,26.80672264099121,139100,0.0,0.0,0.0
1993-10-14 00:00:00-04:00,26.91549536701197,27.151119232177734,26.842995716191737,27.151119232177734,108100,0.0,0.0,0.0
1993-10-15 00:00:00-04:00,27.277966185236675,27.350465763137635,27.205466607335712,27.296091079711914,1502500,0.0,0.0,0.0
1993-10-18 00:00:00-04:00,27.27796553295557,27.27796553295557,27.187341062746416,27.223590850830078,722400,0.0,0.0,0.0
1993-10-19 00:00:00-04:00,27.18733973666216,27.241714416135483,27.024215698242188,27.024215698242188,880100,0.0,0.0,0.0
1993-10-20 00:00:00-04:00,27.114852915493657,27.114852915493657,27.006103505404777,27.06047821044922,230400,0.0,0.0,0.0
1993-10-21 00:00:00-04:00,27.07859037771551,27.07859037771551,26.987965911926636,27.024215698242188,56200,0.0,0.0,0.0
1993-10-22 00:00:00-04:00,27.06046672779916,27.16921609174209,26.897342681884766,26.897342681884766,390700,0.0,0.0,0.0
1993-10-25 00:00:00-04:00,26.91547203448511,27.006096519449706,26.842972446513432,26.969846725463867,114500,0.0,0.0,0.0
1993-10-26 00:00:00-04:00,26.951725006103516,26.969849905233374,26.861100510454207,26.951725006103516,186200,0.0,0.0,0.0
1993-10-27 00:00:00-04:00,26.91547203448511,26.987971622456786,26.91547203448511,26.969846725463867,118400,0.0,0.0,0.0
1993-10-28 00:00:00-04:00,27.00609969329325,27.241723381892452,27.00609969329325,27.16922378540039,129600,0.0,0.0,0.0
1993-10-29 00:00:00-04:00,27.151098886277374,27.187348684523407,27.132973987154358,27.16922378540039,80700,0.0,0.0,0.0
1993-11-01 00:00:00-05:00,27.132972717285156,27.259847005208332,27.132972717285156,27.241722106933594,36400,0.0,0.0,0.0
1993-11-02 00:00:00-05:00,27.205465956788245,27.25984063891374,27.0604668044536,27.223590850830078,262100,0.0,0.0,0.0
1993-11-03 00:00:00-05:00,27.20547681488222,27.20547681488222,26.75235428298878,26.879228591918945,479100,0.0,0.0,0.0
1993-11-04 00:00:00-05:00,26.879212572530733,26.879212572530733,26.571089434477447,26.589214324951172,130400,0.0,0.0,0.0
1993-11-05 00:00:00-05:00,26.516724913867552,26.71609878540039,26.407975529395095,26.71609878540039,363200,0.0,0.0,0.0
1993-11-08 00:00:00-05:00,26.73421542495893,26.824839884026584,26.661715857704802,26.75234031677246,367600,0.0,0.0,0.0
1993-11-09 00:00:00-05:00,26.933597556949064,26.95172245436289,26.75234858281078,26.77047348022461,246900,0.0,0.0,0.0
1993-11-10 00:00:00-05:00,26.770472858541755,26.969846725463867,26.697973270570078,26.969846725463867,46500,0.0,0.0,0.0
1993-11-11 00:00:00-05:00,26.969842257846718,27.04234183380867,26.879217787894277,26.897342681884766,88900,0.0,0.0,0.0
1993-11-12 00:00:00-05:00,26.95171612561109,27.11484016403106,26.933591232453313,27.024215698242188,108200,0.0,0.0,0.0
1993-11-15 00:00:00-05:00,27.078589735095132,27.078589735095132,26.93359059327401,27.00609016418457,243300,0.0,0.0,0.0
1993-11-16 00:00:00-05:00,27.06047692869055,27.151101432805387,26.951727523752744,27.132976531982422,492600,0.0,0.0,0.0
1993-11-17 00:00:00-05:00,27.151073309781168,27.151073309781168,26.915449843140877,26.98794937133789,39600,0.0,0.0,0.0
1993-11-18 00:00:00-05:00,26.951733284125023,27.006107998215388,26.84298385594429,26.915483474731445,240800,0.0,0.0,0.0
1993-11-19 00:00:00-05:00,26.824851351389196,26.897350949636195,26.806726451827448,26.861101150512695,106000,0.0,0.0,0.0
1993-11-22 00:00:00-05:00,26.788584339481105,26.806709227396855,26.607335460323586,26.697959899902344,165300,0.0,0.0,0.0
1993-11-23 00:00:00-05:00,26.84296417236328,26.86108906376933,26.697965041114863,26.84296417236328,89700,0.0,0.0,0.0
1993-11-24 00:00:00-05:00,26.91547520784379,26.969849905233374,26.87922540958407,26.951725006103516,77200,0.0,0.0,0.0
1993-11-26 00:00:00-05:00,27.024221416442625,27.024221416442625,26.951721828470948,26.969846725463867,1019800,0.0,0.0,0.0
1993-11-29 00:00:00-05:00,27.04235014613019,27.09672484481544,26.861101150512695,26.861101150512695,517500,0.0,0.0,0.0
1993-11-30 00:00:00-05:00,26.842978789367468,27.006102900849108,26.82485388809173,26.879228591918945,230000,0.0,0.0,0.0
1993-12-01 00:00:00-05:00,27.02423290291218,27.042357807608965,26.915483474731445,26.915483474731445,379200,0.0,0.0,0.0
1993-12-02 00:00:00-05:00,26.969824489288637,27.006074253387144,26.915449843140877,26.98794937133789,352000,0.0,0.0,0.0
1993-12-03 00:00:00-05:00,26.969847367200565,27.096721649169922,26.969847367200565,27.096721649169922,306000,0.0,0.0,0.0
1993-12-06 00:00:00-05:00,27.132955585479735,27.223580019632973,27.132955585479735,27.18733024597168,99500,0.0,0.0,0.0
1993-12-07 00:00:00-05:00,27.187348684523407,27.205473583646423,27.132973987154358,27.16922378540039,88800,0.0,0.0,0.0
